time(us),amplitude
20285356, 0.45
20286220, 0.60
20287084, 0.78
20287948, 0.99
20288812, 1.12
20289676, 1.19
20290532, 1.21
20291404, 1.20
20292268, 1.13
20293132, 1.05
20293996, 0.89
20294860, 0.74
20295720, 0.55
20296576, 0.36
20297440, 0.24
20298304, 0.19
20299164, 0.19
20300028, 0.22
20300888, 0.29
20301744, 0.41
20302608, 0.56
20303472, 0.72
20304340, 0.93
20305204, 1.09
20306060, 1.18
20306924, 1.22
20307788, 1.21
20308660, 1.15
20309524, 1.08
20310388, 0.93
20311252, 0.78
20312112, 0.60
20312972, 0.40
20313836, 0.27
20314700, 0.20
20315564, 0.19
20316428, 0.21
20317288, 0.27
20318144, 0.37
20319008, 0.52
20319872, 0.67
20320740, 0.87
20321604, 1.05
20322460, 1.16
20323324, 1.21
20324188, 1.21
20325052, 1.17
20325916, 1.10
20326780, 0.97
20327644, 0.83
20328500, 0.66
20329360, 0.45
20330224, 0.30
20331088, 0.22
20331948, 0.19
20332812, 0.19
20333672, 0.25
20334528, 0.33
20335392, 0.48
20336256, 0.63
20337116, 0.81
20337980, 1.02
20338844, 1.14
20339708, 1.21
20340572, 1.22
20341436, 1.19
20342300, 1.12
20343180, 1.02
20344044, 0.87
20344900, 0.71
20345760, 0.50
20346624, 0.33
20347488, 0.23
20348348, 0.19
20349212, 0.19
20350072, 0.23
20350932, 0.30
20351796, 0.43
20352664, 0.59
20353524, 0.76
20354388, 0.97
20355252, 1.11
20356116, 1.19
20356980, 1.22
20357844, 1.21
20358708, 1.14
20359572, 1.06
20360436, 0.90
20361292, 0.75
20362148, 0.57
20363016, 0.37
20363880, 0.25
20364740, 0.19
20365604, 0.19
20366468, 0.22
20367328, 0.28
20368192, 0.39
20369056, 0.55
20369916, 0.70
20370780, 0.92
20371644, 1.08
20372504, 1.17
20373364, 1.21
20374236, 1.21
20375108, 1.16
20375972, 1.09
20376836, 0.94
20377696, 0.79
20378552, 0.62
20379416, 0.41
20380280, 0.28
20381140, 0.21
20382004, 0.19
20382868, 0.20
20383728, 0.26
20384592, 0.35
20385456, 0.51
20386320, 0.66
20387180, 0.86
20388044, 1.05
20388900, 1.16
20389764, 1.21
20390636, 1.22
20391500, 1.18
20392364, 1.11
20393244, 0.98
20394104, 0.84
20394960, 0.67
20395828, 0.46
20396692, 0.31
20397556, 0.22
20398420, 0.19
20399284, 0.19
20400148, 0.24
20401008, 0.32
20401872, 0.47
20402736, 0.63
20403596, 0.80
20404460, 1.01
20405316, 1.13
20406180, 1.20
20407044, 1.21
20407908, 1.19
20408772, 1.13
20409644, 1.03
20410508, 0.87
20411368, 0.72
20412228, 0.52
20413096, 0.34
20413956, 0.23
20414820, 0.19
20415684, 0.19
20416544, 0.22
20417400, 0.30
20418268, 0.43
20419132, 0.58
20419996, 0.75
20420860, 0.96
20421716, 1.10
20422580, 1.19
20423444, 1.22
20424308, 1.21
20425188, 1.15
20426052, 1.07
20426916, 0.91
20427776, 0.76
20428640, 0.58
20429504, 0.38
20430368, 0.25
20431228, 0.19
20432092, 0.19
20432952, 0.21
20433808, 0.28
20434676, 0.39
20435540, 0.54
20436404, 0.70
20437268, 0.90
20438128, 1.08
20438984, 1.17
20439852, 1.21
20440724, 1.21
20441604, 1.16
20442468, 1.09
20443324, 0.95
20444184, 0.80
20445044, 0.63
20445908, 0.42
20446772, 0.28
20447636, 0.21
20448500, 0.19
20449360, 0.20
20450216, 0.26
20451084, 0.35
20451948, 0.50
20452812, 0.65
20453676, 0.85
20454540, 1.05
20455396, 1.15
20456268, 1.21
20457140, 1.21
20458012, 1.18
20458876, 1.11
20459756, 0.99
20460616, 0.84
20461476, 0.67
20462340, 0.46
20463204, 0.31
20464068, 0.22
20464932, 0.19
20465796, 0.19
20466656, 0.24
20467524, 0.32
20468388, 0.47
20469252, 0.62
20470116, 0.80
20470980, 1.01
20471836, 1.13
20472700, 1.20
20473564, 1.21
20474436, 1.19
20475300, 1.12
20476180, 1.02
20477040, 0.87
20477900, 0.72
20478764, 0.51
20479632, 0.34
20480492, 0.23
20481348, 0.19
20482204, 0.19
20483060, 0.23
20483920, 0.30
20484784, 0.43
20485644, 0.58
20486500, 0.74
20487356, 0.95
20488216, 1.10
20489076, 1.19
20489940, 1.22
20490804, 1.21
20491668, 1.15
20492532, 1.07
20493388, 0.92
20494244, 0.77
20495104, 0.59
20495968, 0.39
20496828, 0.26
20497684, 0.20
20498540, 0.19
20499396, 0.21
20500260, 0.27
20501124, 0.38
20501980, 0.53
20502844, 0.68
20503700, 0.88
20504556, 1.06
20505416, 1.17
20506284, 1.21
20507148, 1.21
20508020, 1.17
20508884, 1.10
20509740, 0.97
20510596, 0.82
20511460, 0.65
20512324, 0.44
20513180, 0.29
20514036, 0.21
20514892, 0.19
20515748, 0.19
20516612, 0.25
20517476, 0.33
20518340, 0.48
20519196, 0.64
20520052, 0.81
20520908, 1.02
20521772, 1.14
20522636, 1.20
20523500, 1.22
20524364, 1.19
20525228, 1.12
20526088, 1.02
20526944, 0.87
20527808, 0.71
20528668, 0.51
20529532, 0.34
20530396, 0.23
20531256, 0.19
20532112, 0.19
20532972, 0.23
20533836, 0.30
20534692, 0.43
20535556, 0.59
20536412, 0.75
20537268, 0.96
20538132, 1.10
20538996, 1.19
20539860, 1.21
20540732, 1.20
20541596, 1.15
20542452, 1.07
20543316, 0.92
20544180, 0.76
20545040, 0.58
20545900, 0.38
20546756, 0.25
20547612, 0.20
20548472, 0.19
20549336, 0.21
20550196, 0.28
20551060, 0.38
20551916, 0.54
20552772, 0.69
20553628, 0.89
20554492, 1.07
20555352, 1.17
20556220, 1.22
20557084, 1.22
20557948, 1.17
20558804, 1.10
20559668, 0.96
20560532, 0.82
20561388, 0.64
20562252, 0.43
20563108, 0.29
20563964, 0.21
20564828, 0.19
20565692, 0.20
20566552, 0.25
20567412, 0.34
20568276, 0.49
20569132, 0.64
20569988, 0.83
20570852, 1.02
20571716, 1.14
20572580, 1.20
20573444, 1.21
20574308, 1.19
20575164, 1.12
20576028, 1.01
20576888, 0.86
20577748, 0.70
20578604, 0.50
20579468, 0.33
20580324, 0.23
20581188, 0.19
20582052, 0.19
20582916, 0.23
20583772, 0.31
20584636, 0.44
20585496, 0.59
20586352, 0.76
20587216, 0.97
20588076, 1.11
20588956, 1.19
20589820, 1.22
20590676, 1.21
20591540, 1.14
20592404, 1.06
20593264, 0.90
20594124, 0.75
20594988, 0.56
20595852, 0.37
20596708, 0.25
20597572, 0.19
20598440, 0.19
20599300, 0.22
20600164, 0.28
20601020, 0.40
20601880, 0.55
20602736, 0.70
20603600, 0.91
20604464, 1.08
20605324, 1.17
20606188, 1.21
20607052, 1.21
20607916, 1.16
20608780, 1.09
20609640, 0.95
20610500, 0.80
20611364, 0.62
20612228, 0.42
20613084, 0.28
20613948, 0.21
20614812, 0.18
20615672, 0.20
20616532, 0.26
20617388, 0.35
20618252, 0.50
20619108, 0.65
20619972, 0.85
20620836, 1.04
20621692, 1.15
20622556, 1.21
20623420, 1.22
20624276, 1.18
20625140, 1.11
20626004, 1.00
20626868, 0.85
20627732, 0.68
20628588, 0.47
20629448, 0.32
20630308, 0.22
20631176, 0.19
20632036, 0.19
20632900, 0.24
20633764, 0.32
20634620, 0.46
20635484, 0.61
20636348, 0.78
20637212, 0.99
20638068, 1.12
20638948, 1.20
20639804, 1.21
20640668, 1.20
20641532, 1.13
20642396, 1.04
20643252, 0.88
20644108, 0.73
20644964, 0.54
20645820, 0.35
20646684, 0.24
20647548, 0.19
20648404, 0.18
20649260, 0.22
20650124, 0.29
20650980, 0.41
20651844, 0.56
20652708, 0.72
20653572, 0.93
20654436, 1.09
20655292, 1.18
20656152, 1.22
20657012, 1.21
20657876, 1.16
20658740, 1.09
20659596, 0.94
20660452, 0.79
20661308, 0.61
20662168, 0.41
20663028, 0.27
20663892, 0.21
20664756, 0.19
20665612, 0.21
20666468, 0.27
20667328, 0.36
20668188, 0.51
20669052, 0.66
20669916, 0.87
20670780, 1.05
20671636, 1.16
20672500, 1.21
20673364, 1.21
20674228, 1.18
20675092, 1.11
20675964, 0.98
20676820, 0.83
20677676, 0.67
20678536, 0.46
20679400, 0.31
20680264, 0.22
20681124, 0.19
20681984, 0.20
20682840, 0.24
20683700, 0.32
20684564, 0.47
20685428, 0.62
20686292, 0.80
20687148, 1.01
20688012, 1.13
20688868, 1.20
20689732, 1.21
20690596, 1.20
20691460, 1.13
20692332, 1.04
20693188, 0.87
20694044, 0.73
20694900, 0.53
20695764, 0.35
20696628, 0.24
20697488, 0.19
20698348, 0.18
20699208, 0.22
20700060, 0.29
20700924, 0.42
20701788, 0.57
20702652, 0.73
20703516, 0.95
20704372, 1.10
20705236, 1.19
20706100, 1.21
20706964, 1.20
20707828, 1.15
20708692, 1.07
20709548, 0.92
20710412, 0.78
20711268, 0.59
20712132, 0.39
20712996, 0.26
20713852, 0.20
20714716, 0.19
20715576, 0.21
20716432, 0.27
20717296, 0.37
20718160, 0.53
20719020, 0.68
20719884, 0.87
20720740, 1.06
20721596, 1.16
20722468, 1.21
20723332, 1.22
20724196, 1.17
20725060, 1.10
20725924, 0.97
20726780, 0.82
20727644, 0.65
20728508, 0.44
20729372, 0.30
20730228, 0.21
20731092, 0.19
20731952, 0.20
20732808, 0.25
20733672, 0.33
20734536, 0.48
20735396, 0.63
20736260, 0.82
20737116, 1.02
20737972, 1.14
20738836, 1.20
20739700, 1.21
20740572, 1.19
20741436, 1.12
20742308, 1.02
20743164, 0.87
20744028, 0.71
20744892, 0.50
20745756, 0.33
20746620, 0.23
20747484, 0.19
20748344, 0.19
20749200, 0.23
20750064, 0.30
20750928, 0.43
20751788, 0.59
20752644, 0.76
20753500, 0.97
20754356, 1.11
20755228, 1.19
20756092, 1.22
20756956, 1.21
20757820, 1.14
20758684, 1.06
20759540, 0.91
20760404, 0.76
20761268, 0.57
20762132, 0.37
20762996, 0.25
20763860, 0.19
20764720, 0.18
20765576, 0.21
20766440, 0.28
20767304, 0.39
20768164, 0.55
20769020, 0.70
20769876, 0.91
20770732, 1.08
20771596, 1.17
20772460, 1.21
20773332, 1.21
20774204, 1.16
20775068, 1.09
20775924, 0.95
20776788, 0.80
20777652, 0.63
20778516, 0.42
20779380, 0.28
20780244, 0.21
20781104, 0.19
20781960, 0.20
20782824, 0.26
20783688, 0.35
20784548, 0.50
20785412, 0.65
20786272, 0.85
20787128, 1.04
20787992, 1.15
20788860, 1.21
20789732, 1.21
20790604, 1.18
20791468, 1.11
20792336, 0.99
20793196, 0.85
20794060, 0.68
20794924, 0.46
20795788, 0.31
20796652, 0.22
20797512, 0.19
20798372, 0.19
20799236, 0.24
20800100, 0.32
20800964, 0.46
20801820, 0.62
20802676, 0.79
20803532, 1.00
20804396, 1.12
20805260, 1.20
20806124, 1.21
20806996, 1.19
20807860, 1.13
20808720, 1.04
20809576, 0.88
20810440, 0.73
20811300, 0.53
20812164, 0.35
20813028, 0.24
20813884, 0.19
20814740, 0.19
20815604, 0.22
20816468, 0.29
20817324, 0.42
20818188, 0.57
20819044, 0.73
20819900, 0.94
20820764, 1.09
20821624, 1.18
20822492, 1.22
20823356, 1.21
20824220, 1.15
20825076, 1.08
20825940, 0.93
20826800, 0.78
20827664, 0.60
20828524, 0.39
20829380, 0.27
20830240, 0.20
20831096, 0.19
20831960, 0.21
20832824, 0.27
20833684, 0.37
20834548, 0.52
20835404, 0.67
20836264, 0.87
20837124, 1.05
20837988, 1.16
20838852, 1.21
20839724, 1.21
20840596, 1.17
20841452, 1.10
20842316, 0.97
20843180, 0.82
20844044, 0.66
20844908, 0.44
20845764, 0.30
20846624, 0.22
20847480, 0.19
20848344, 0.20
20849208, 0.25
20850068, 0.32
20850932, 0.47
20851788, 0.63
20852648, 0.81
20853508, 1.02
20854372, 1.14
20855236, 1.20
20856100, 1.21
20856972, 1.19
20857828, 1.13
20858692, 1.02
20859556, 0.87
20860420, 0.71
20861284, 0.50
20862140, 0.34
20863000, 0.23
20863860, 0.19
20864728, 0.19
20865588, 0.23
20866452, 0.30
20867308, 0.43
20868164, 0.58
20869024, 0.75
20869888, 0.96
20870748, 1.10
20871612, 1.19
20872476, 1.21
20873348, 1.20
20874204, 1.15
20875068, 1.07
20875932, 0.91
20876796, 0.76
20877660, 0.57
20878524, 0.38
20879384, 0.25
20880244, 0.20
20881104, 0.19
20881968, 0.21
20882828, 0.28
20883684, 0.39
20884544, 0.54
20885400, 0.69
20886264, 0.90
20887124, 1.07
20887988, 1.17
20888852, 1.22
20889716, 1.21
20890572, 1.17
20891436, 1.09
20892300, 0.96
20893156, 0.81
20894020, 0.64
20894884, 0.43
20895740, 0.29
20896604, 0.21
20897468, 0.19
20898332, 0.20
20899196, 0.26
20900060, 0.34
20900916, 0.49
20901772, 0.65
20902636, 0.84
20903500, 1.03
20904364, 1.14
20905228, 1.20
20906084, 1.21
20906948, 1.18
20907812, 1.12
20908676, 1.00
20909532, 0.85
20910396, 0.69
20911260, 0.49
20912116, 0.33
20912980, 0.23
20913844, 0.19
20914708, 0.19
20915572, 0.24
20916428, 0.31
20917288, 0.45
20918144, 0.60
20919008, 0.77
20919872, 0.98
20920732, 1.12
20921596, 1.19
20922460, 1.21
20923324, 1.20
20924188, 1.14
20925052, 1.05
20925908, 0.89
20926772, 0.74
20927636, 0.55
20928496, 0.36
20929360, 0.25
20930220, 0.19
20931088, 0.19
20931948, 0.22
20932812, 0.29
20933668, 0.41
20934524, 0.55
20935388, 0.71
20936252, 0.93
20937116, 1.09
20937972, 1.18
20938836, 1.21
20939700, 1.21
20940564, 1.16
20941428, 1.08
20942284, 0.94
20943148, 0.79
20944012, 0.62
20944868, 0.41
20945732, 0.27
20946596, 0.21
20947460, 0.19
20948324, 0.20
20949180, 0.26
20950040, 0.36
20950900, 0.51
20951764, 0.66
20952628, 0.86
20953492, 1.05
20954356, 1.16
20955220, 1.21
20956084, 1.22
20956948, 1.18
20957812, 1.11
20958692, 0.98
20959556, 0.83
20960420, 0.67
20961276, 0.45
20962144, 0.30
20963008, 0.22
20963872, 0.19
20964732, 0.19
20965596, 0.25
20966456, 0.32
20967312, 0.47
20968176, 0.63
20969040, 0.80
20969900, 1.01
20970764, 1.13
20971628, 1.20
20972484, 1.21
20973348, 1.19
20974212, 1.12
20975084, 1.03
20975940, 0.87
20976804, 0.72
20977660, 0.52
20978524, 0.34
20979388, 0.23
20980252, 0.19
20981108, 0.19
20981968, 0.23
20982824, 0.30
20983680, 0.43
20984540, 0.58
20985404, 0.75
20986268, 0.96
20987124, 1.10
20987980, 1.18
20988836, 1.22
20989700, 1.21
20990564, 1.15
20991428, 1.07
20992292, 0.92
20993148, 0.77
20994004, 0.59
20994864, 0.39
20995724, 0.26
20996588, 0.20
20997444, 0.18
20998300, 0.21
20999156, 0.27
21000020, 0.38
21000880, 0.52
21001744, 0.68
21002604, 0.88
21003460, 1.06
21004316, 1.16
21005172, 1.21
21006036, 1.21
21006900, 1.17
21007764, 1.10
21008628, 0.97
21009484, 0.82
21010340, 0.66
21011204, 0.44
21012064, 0.30
21012924, 0.22
21013780, 0.19
21014636, 0.19
21015492, 0.25
21016356, 0.33
21017220, 0.47
21018076, 0.63
21018940, 0.81
21019804, 1.01
21020660, 1.13
21021524, 1.20
21022388, 1.21
21023252, 1.19
21024116, 1.13
21024988, 1.03
21025844, 0.87
21026700, 0.72
21027564, 0.51
21028428, 0.34
21029292, 0.23
21030148, 0.18
21031008, 0.19
21031864, 0.23
21032728, 0.30
21033592, 0.43
21034452, 0.58
21035308, 0.74
21036172, 0.96
21037028, 1.10
21037892, 1.19
21038756, 1.22
21039620, 1.21
21040492, 1.14
21041356, 1.07
21042212, 0.91
21043068, 0.77
21043932, 0.58
21044796, 0.38
21045652, 0.25
21046508, 0.20
21047364, 0.19
21048224, 0.21
21049084, 0.27
21049948, 0.38
21050804, 0.53
21051668, 0.68
21052524, 0.89
21053380, 1.07
21054244, 1.17
21055108, 1.22
21055972, 1.22
21056836, 1.17
21057700, 1.09
21058556, 0.97
21059416, 0.82
21060280, 0.65
21061144, 0.43
21062004, 0.29
21062860, 0.21
21063716, 0.19
21064576, 0.20
21065436, 0.25
21066300, 0.34
21067164, 0.49
21068020, 0.64
21068876, 0.82
21069732, 1.02
21070596, 1.14
21071460, 1.20
21072324, 1.21
21073196, 1.19
21074060, 1.12
21074916, 1.02
21075776, 0.86
21076640, 0.71
21077500, 0.50
21078356, 0.34
21079220, 0.23
21080084, 0.19
21080940, 0.19
21081804, 0.23
21082668, 0.30
21083524, 0.44
21084380, 0.59
21085236, 0.75
21086096, 0.97
21086956, 1.11
21087828, 1.19
21088692, 1.22
21089556, 1.20
21090412, 1.14
21091268, 1.07
21092132, 0.91
21092996, 0.76
21093860, 0.57
21094724, 0.37
21095580, 0.25
21096440, 0.20
21097300, 0.19
21098164, 0.21
21099028, 0.28
21099884, 0.39
21100740, 0.54
21101600, 0.69
21102456, 0.90
21103316, 1.07
21104180, 1.17
21105044, 1.21
21105916, 1.21
21106780, 1.16
21107636, 1.09
21108500, 0.96
21109360, 0.81
21110220, 0.64
21111084, 0.43
21111948, 0.28
21112808, 0.21
21113672, 0.19
21114536, 0.20
21115396, 0.26
21116260, 0.34
21117124, 0.50
21117980, 0.65
21118840, 0.84
21119700, 1.03
21120564, 1.15
21121428, 1.21
21122300, 1.21
21123164, 1.18
21124020, 1.11
21124884, 1.00
21125744, 0.85
21126604, 0.69
21127460, 0.48
21128316, 0.33
21129172, 0.22
21130036, 0.19
21130900, 0.19
21131760, 0.24
21132620, 0.31
21133484, 0.45
21134348, 0.60
21135204, 0.77
21136068, 0.99
21136928, 1.12
21137796, 1.19
21138660, 1.21
21139516, 1.20
21140372, 1.14
21141236, 1.05
21142096, 0.89
21142956, 0.74
21143820, 0.55
21144676, 0.37
21145536, 0.24
21146400, 0.19
21147260, 0.19
21148116, 0.22
21148980, 0.29
21149836, 0.40
21150692, 0.55
21151556, 0.71
21152420, 0.92
21153276, 1.08
21154132, 1.17
21154996, 1.21
21155860, 1.21
21156716, 1.16
21157580, 1.09
21158444, 0.95
21159300, 0.80
21160156, 0.63
21161012, 0.42
21161868, 0.28
21162732, 0.21
21163596, 0.19
21164452, 0.20
21165316, 0.26
21166172, 0.35
21167028, 0.50
21167892, 0.65
21168756, 0.85
21169620, 1.04
21170476, 1.15
21171340, 1.21
21172204, 1.21
21173068, 1.18
21173932, 1.11
21174796, 1.00
21175660, 0.85
21176524, 0.68
21177380, 0.48
21178236, 0.32
21179100, 0.22
21179968, 0.19
21180828, 0.19
21181684, 0.24
21182544, 0.31
21183400, 0.45
21184264, 0.61
21185124, 0.78
21185988, 0.99
21186844, 1.12
21187716, 1.20
21188572, 1.22
21189436, 1.20
21190300, 1.13
21191172, 1.05
21192028, 0.88
21192884, 0.74
21193748, 0.55
21194604, 0.36
21195468, 0.24
21196336, 0.19
21197196, 0.19
21198056, 0.22
21198912, 0.29
21199768, 0.41
21200632, 0.56
21201496, 0.72
21202356, 0.93
21203220, 1.09
21204076, 1.18
21204932, 1.22
21205796, 1.21
21206660, 1.15
21207524, 1.08
21208380, 0.94
21209236, 0.79
21210092, 0.61
21210956, 0.40
21211820, 0.27
21212684, 0.21
21213548, 0.19
21214412, 0.21
21215268, 0.27
21216128, 0.35
21216988, 0.51
21217852, 0.66
21218716, 0.86
21219580, 1.05
21220436, 1.15
21221292, 1.21
21222156, 1.22
21223020, 1.18
21223884, 1.11
21224756, 0.98
21225612, 0.83
21226468, 0.68
21227332, 0.46
21228196, 0.31
21229060, 0.22
21229924, 0.18
21230784, 0.19
21231640, 0.24
21232500, 0.32
21233364, 0.47
21234228, 0.62
21235092, 0.80
21235956, 1.00
21236812, 1.13
21237676, 1.20
21238540, 1.21
21239404, 1.19
21240268, 1.13
21241140, 1.03
21242004, 0.87
21242860, 0.72
21243724, 0.52
21244588, 0.34
21245452, 0.23
21246316, 0.19
21247180, 0.19
21248040, 0.23
21248896, 0.29
21249756, 0.43
21250620, 0.58
21251476, 0.74
21252340, 0.95
21253196, 1.10
21254052, 1.18
21254916, 1.21
21255780, 1.21
21256652, 1.15
21257516, 1.08
21258372, 0.92
21259228, 0.77
21260092, 0.59
21260956, 0.39
21261812, 0.26
21262668, 0.20
21263528, 0.19
21264392, 0.21
21265248, 0.27
21266112, 0.37
21266972, 0.53
21267836, 0.68
21268700, 0.88
21269556, 1.06
21270412, 1.16
21271276, 1.21
21272140, 1.21
21273012, 1.17
21273876, 1.09
21274732, 0.97
21275588, 0.82
21276452, 0.65
21277316, 0.44
21278180, 0.30
21279044, 0.21
21279908, 0.19
21280772, 0.20
21281632, 0.25
21282492, 0.33
21283356, 0.48
21284212, 0.64
21285076, 0.82
21285932, 1.02
21286788, 1.14
21287652, 1.21
21288516, 1.21
21289388, 1.19
21290252, 1.12
21291116, 1.02
21291972, 0.86
21292836, 0.70
21293700, 0.50
21294564, 0.33
21295428, 0.23
21296292, 0.19
21297156, 0.19
21298016, 0.23
21298880, 0.30
21299744, 0.44
21300604, 0.60
21301460, 0.76
21302316, 0.97
21303172, 1.11
21304036, 1.19
21304900, 1.21
21305772, 1.20
21306636, 1.14
21307492, 1.06
21308348, 0.90
21309212, 0.75
21310072, 0.57
21310932, 0.37
21311796, 0.25
21312660, 0.20
21313516, 0.19
21314380, 0.22
21315244, 0.28
21316100, 0.39
21316956, 0.54
21317820, 0.70
21318680, 0.90
21319536, 1.07
21320400, 1.17
21321260, 1.21
21322132, 1.21
21323004, 1.16
21323860, 1.09
21324716, 0.96
21325580, 0.80
21326440, 0.63
21327300, 0.42
21328164, 0.28
21329020, 0.21
21329876, 0.19
21330740, 0.20
21331604, 0.26
21332460, 0.35
21333324, 0.50
21334188, 0.65
21335052, 0.84
21335908, 1.03
21336772, 1.15
21337636, 1.21
21338500, 1.21
21339364, 1.18
21340220, 1.11
21341084, 1.00
21341944, 0.85
21342808, 0.69
21343668, 0.48
21344524, 0.32
21345380, 0.22
21346240, 0.19
21347104, 0.19
21347968, 0.24
21348828, 0.31
21349692, 0.45
21350556, 0.61
21351412, 0.78
21352276, 0.98
21353136, 1.12
21354004, 1.20
21354868, 1.21
21355740, 1.20
21356596, 1.13
21357460, 1.05
21358320, 0.89
21359184, 0.74
21360044, 0.55
21360900, 0.36
21361756, 0.24
21362616, 0.19
21363480, 0.19
21364340, 0.22
21365204, 0.29
21366060, 0.40
21366916, 0.56
21367772, 0.71
21368636, 0.92
21369500, 1.08
21370364, 1.18
21371228, 1.21
21372100, 1.21
21372964, 1.15
21373820, 1.09
21374684, 0.94
21375548, 0.79
21376412, 0.61
21377276, 0.40
21378132, 0.27
21378992, 0.21
21379856, 0.19
21380720, 0.20
21381580, 0.27
21382444, 0.36
21383300, 0.51
21384156, 0.66
21385020, 0.87
21385884, 1.05
21386740, 1.16
21387604, 1.21
21388476, 1.21
21389340, 1.18
21390196, 1.11
21391060, 0.98
21391924, 0.83
21392788, 0.67
21393652, 0.45
21394508, 0.31
21395368, 0.22
21396232, 0.19
21397096, 0.19
21397956, 0.24
21398820, 0.32
21399684, 0.47
21400540, 0.62
21401404, 0.80
21402268, 1.01
21403132, 1.13
21404004, 1.20
21404868, 1.21
21405724, 1.19
21406580, 1.13
21407444, 1.03
21408308, 0.87
21409164, 0.72
21410028, 0.52
21410884, 0.34
21411740, 0.24
21412608, 0.19
21413472, 0.19
21414332, 0.22
21415196, 0.29
21416052, 0.43
21416908, 0.58
21417772, 0.74
21418636, 0.95
21419500, 1.10
21420364, 1.19
21421228, 1.22
21422096, 1.20
21422956, 1.15
21423820, 1.07
21424684, 0.92
21425548, 0.77
21426412, 0.58
21427268, 0.38
21428124, 0.26
21428988, 0.20
21429852, 0.19
21430712, 0.21
21431572, 0.28
21432432, 0.38
21433288, 0.53
21434152, 0.68
21435012, 0.89
21435876, 1.07
21436740, 1.16
21437604, 1.21
21438472, 1.21
21439332, 1.16
21440196, 1.10
21441060, 0.96
21441916, 0.82
21442780, 0.65
21443636, 0.43
21444492, 0.29
21445356, 0.21
21446220, 0.19
21447084, 0.20
21447948, 0.25
21448804, 0.34
21449660, 0.48
21450524, 0.64
21451388, 0.82
21452252, 1.03
21453116, 1.14
21453980, 1.21
21454844, 1.22
21455708, 1.19
21456572, 1.12
21457436, 1.01
21458300, 0.86
21459164, 0.70
21460024, 0.49
21460880, 0.33
21461744, 0.22
21462608, 0.18
21463468, 0.19
21464324, 0.23
21465180, 0.31
21466040, 0.44
21466900, 0.59
21467764, 0.76
21468620, 0.98
21469476, 1.11
21470356, 1.19
21471212, 1.21
21472084, 1.20
21472948, 1.14
21473812, 1.06
21474668, 0.90
21475524, 0.75
21476380, 0.56
21477240, 0.37
21478104, 0.25
21478968, 0.19
21479828, 0.19
21480692, 0.22
21481548, 0.28
21482408, 0.40
21483268, 0.55
21484132, 0.70
21484996, 0.91
21485860, 1.08
21486716, 1.17
21487580, 1.22
21488444, 1.21
21489308, 1.16
21490172, 1.09
21491028, 0.95
21491892, 0.80
21492756, 0.63
21493612, 0.42
21494476, 0.28
21495340, 0.21
21496204, 0.19
21497068, 0.20
21497924, 0.26
21498784, 0.35
21499648, 0.50
21500512, 0.65
21501372, 0.85
21502236, 1.04
21503092, 1.15
21503956, 1.21
21504828, 1.21
21505692, 1.18
21506556, 1.11
21507428, 0.99
21508284, 0.84
21509144, 0.68
21510000, 0.47
21510864, 0.31
21511728, 0.22
21512588, 0.18
21513444, 0.19
21514304, 0.24
21515160, 0.32
21516024, 0.46
21516884, 0.61
21517748, 0.78
21518604, 0.99
21519460, 1.12
21520324, 1.20
21521188, 1.22
21522052, 1.20
21522916, 1.13
21523788, 1.04
21524644, 0.89
21525500, 0.74
21526364, 0.54
21527228, 0.35
21528092, 0.24
21528948, 0.19
21529812, 0.19
21530668, 0.22
21531524, 0.29
21532388, 0.41
21533252, 0.56
21534116, 0.72
21534980, 0.94
21535836, 1.09
21536692, 1.18
21537556, 1.22
21538420, 1.21
21539292, 1.15
21540156, 1.08
21541012, 0.93
21541872, 0.78
21542736, 0.61
21543596, 0.40
21544464, 0.27
21545324, 0.20
21546184, 0.19
21547040, 0.21
21547896, 0.27
21548760, 0.36
21549624, 0.52
21550484, 0.67
21551348, 0.87
21552204, 1.06
21553060, 1.16
21553932, 1.21
21554796, 1.22
21555660, 1.18
21556524, 1.10
21557388, 0.98
21558244, 0.83
21559108, 0.66
21559972, 0.45
21560836, 0.30
21561692, 0.22
21562556, 0.19
21563416, 0.19
21564276, 0.25
21565140, 0.32
21566004, 0.47
21566860, 0.62
21567724, 0.81
21568580, 1.01
21569436, 1.13
21570308, 1.20
21571172, 1.21
21572044, 1.19
21572908, 1.12
21573780, 1.02
21574636, 0.87
21575500, 0.71
21576364, 0.51
21577228, 0.34
21578092, 0.23
21578956, 0.19
21579816, 0.19
21580676, 0.23
21581540, 0.30
21582404, 0.43
21583260, 0.59
21584124, 0.75
21584980, 0.96
21585836, 1.10
21586700, 1.19
21587564, 1.22
21588428, 1.21
21589292, 1.14
21590156, 1.07
21591012, 0.91
21591880, 0.76
21592740, 0.58
21593604, 0.38
21594460, 0.25
21595324, 0.20
21596184, 0.19
21597044, 0.21
21597908, 0.28
21598772, 0.39
21599636, 0.54
21600500, 0.70
21601356, 0.90
21602212, 1.07
21603076, 1.17
21603940, 1.22
21604804, 1.21
21605676, 1.16
21606540, 1.09
21607396, 0.96
21608260, 0.81
21609120, 0.64
21609980, 0.43
21610844, 0.29
21611700, 0.21
21612564, 0.19
21613424, 0.20
21614284, 0.26
21615148, 0.34
21616012, 0.49
21616868, 0.65
21617724, 0.84
21618580, 1.03
21619444, 1.15
21620308, 1.21
21621172, 1.22
21622036, 1.18
21622892, 1.12
21623756, 1.01
