time(us),amplitude
1300300, 0.80
1301116, 0.64
1301928, 0.43
1302736, 0.30
1303548, 0.22
1304364, 0.19
1305180, 0.19
1305992, 0.23
1306800, 0.30
1307612, 0.42
1308428, 0.57
1309244, 0.72
1310052, 0.92
1310864, 1.07
1311668, 1.16
1312484, 1.21
1313296, 1.22
1314108, 1.18
1314916, 1.11
1315724, 1.01
1316540, 0.87
1317348, 0.72
1318156, 0.53
1318964, 0.36
1319772, 0.25
1320588, 0.20
1321396, 0.19
1322208, 0.21
1323016, 0.26
1323828, 0.35
1324644, 0.49
1325452, 0.64
1326260, 0.81
1327068, 1.00
1327876, 1.12
1328692, 1.19
1329500, 1.22
1330316, 1.20
1331124, 1.15
1331940, 1.08
1332756, 0.94
1333564, 0.80
1334372, 0.64
1335180, 0.44
1335996, 0.30
1336808, 0.22
1337616, 0.19
1338420, 0.19
1339228, 0.23
1340044, 0.30
1340852, 0.42
1341664, 0.56
1342472, 0.70
1343284, 0.90
1344100, 1.07
1344904, 1.17
1345716, 1.21
1346524, 1.21
1347340, 1.18
1348152, 1.12
1348964, 1.02
1349772, 0.87
1350580, 0.73
1351396, 0.54
1352212, 0.37
1353020, 0.25
1353828, 0.20
1354636, 0.19
1355452, 0.21
1356260, 0.26
1357072, 0.34
1357884, 0.49
1358692, 0.63
1359508, 0.80
1360316, 1.00
1361128, 1.12
1361940, 1.19
1362748, 1.21
1363564, 1.21
1364380, 1.15
1365188, 1.09
1365996, 0.95
1366812, 0.81
1367628, 0.65
1368436, 0.44
1369248, 0.30
1370052, 0.22
1370868, 0.19
1371684, 0.19
1372496, 0.23
1373300, 0.30
1374108, 0.42
1374924, 0.56
1375732, 0.71
1376544, 0.90
1377348, 1.06
1378156, 1.16
1378972, 1.21
1379788, 1.21
1380604, 1.18
1381412, 1.12
1382224, 1.02
1383036, 0.87
1383848, 0.73
1384656, 0.55
1385460, 0.37
1386276, 0.26
1387092, 0.20
1387904, 0.19
1388712, 0.20
1389524, 0.27
1390340, 0.35
1391156, 0.49
1391968, 0.64
1392780, 0.80
1393588, 1.00
1394404, 1.12
1395220, 1.19
1396028, 1.22
1396836, 1.21
1397644, 1.15
1398460, 1.08
1399268, 0.94
1400080, 0.81
1400888, 0.65
1401700, 0.44
1402516, 0.31
1403324, 0.22
1404136, 0.19
1404948, 0.19
1405756, 0.23
1406572, 0.30
1407384, 0.42
1408192, 0.56
1409000, 0.71
1409816, 0.91
1410628, 1.06
1411436, 1.16
1412252, 1.21
1413060, 1.21
1413876, 1.18
1414692, 1.12
1415508, 1.02
1416316, 0.87
1417124, 0.73
1417940, 0.54
1418748, 0.36
1419560, 0.25
1420364, 0.20
1421172, 0.18
1421988, 0.20
1422800, 0.26
1423608, 0.35
1424420, 0.49
1425228, 0.63
1426044, 0.81
1426852, 1.00
1427668, 1.12
1428476, 1.19
1429292, 1.22
1430108, 1.20
1430924, 1.15
1431740, 1.08
1432548, 0.95
1433364, 0.80
1434180, 0.64
1434988, 0.44
1435800, 0.30
1436604, 0.22
1437420, 0.19
1438236, 0.19
1439048, 0.23
1439852, 0.30
1440660, 0.42
1441476, 0.56
1442284, 0.71
1443092, 0.91
1443900, 1.07
1444708, 1.16
1445520, 1.21
1446332, 1.21
1447148, 1.18
1447960, 1.12
1448768, 1.02
1449584, 0.87
1450396, 0.73
1451208, 0.54
1452012, 0.36
1452828, 0.25
1453644, 0.20
1454456, 0.19
1455264, 0.21
1456076, 0.26
1456888, 0.35
1457708, 0.49
1458516, 0.64
1459324, 0.80
1460132, 1.00
1460940, 1.12
1461756, 1.19
1462572, 1.21
1463380, 1.21
1464188, 1.15
1465004, 1.08
1465816, 0.94
1466624, 0.80
1467436, 0.65
1468244, 0.44
1469060, 0.31
1469872, 0.22
1470684, 0.19
1471500, 0.19
1472308, 0.23
1473124, 0.30
1473932, 0.42
1474744, 0.56
1475552, 0.71
1476368, 0.91
1477184, 1.07
1477992, 1.16
1478804, 1.21
1479612, 1.21
1480428, 1.18
1481244, 1.11
1482060, 1.02
1482868, 0.87
1483676, 0.73
1484492, 0.54
1485304, 0.36
1486112, 0.25
1486924, 0.20
1487732, 0.19
1488548, 0.21
1489356, 0.26
1490168, 0.35
1490972, 0.49
1491780, 0.63
1492596, 0.81
1493404, 1.00
1494216, 1.12
1495024, 1.19
1495840, 1.21
1496656, 1.21
1497468, 1.15
1498284, 1.08
1499092, 0.94
1499908, 0.81
1500724, 0.64
1501536, 0.43
1502344, 0.30
1503156, 0.22
1503972, 0.19
1504788, 0.19
1505600, 0.23
1506404, 0.30
1507212, 0.43
1508028, 0.57
1508836, 0.72
1509648, 0.91
1510456, 1.07
1511268, 1.17
1512084, 1.21
1512900, 1.21
1513716, 1.18
1514524, 1.11
1515336, 1.02
1516152, 0.87
1516964, 0.72
1517772, 0.53
1518584, 0.36
1519404, 0.25
1520220, 0.20
1521032, 0.19
1521840, 0.21
1522652, 0.27
1523468, 0.35
1524284, 0.50
1525096, 0.64
1525904, 0.82
1526716, 1.01
1527532, 1.13
1528348, 1.19
1529156, 1.21
1529968, 1.20
1530776, 1.15
1531596, 1.08
1532404, 0.94
1533216, 0.79
1534028, 0.63
1534836, 0.43
1535652, 0.30
1536464, 0.22
1537276, 0.19
1538084, 0.19
1538892, 0.23
1539708, 0.31
1540516, 0.43
1541328, 0.57
1542132, 0.72
1542948, 0.92
1543764, 1.07
1544572, 1.17
1545388, 1.21
1546196, 1.21
1547012, 1.18
1547828, 1.11
1548644, 1.01
1549452, 0.86
1550260, 0.71
1551076, 0.53
1551892, 0.35
1552704, 0.25
1553516, 0.19
1554324, 0.19
1555140, 0.21
1555952, 0.27
1556764, 0.36
1557572, 0.50
1558380, 0.65
1559196, 0.82
1560004, 1.01
1560812, 1.13
1561624, 1.20
1562432, 1.22
1563248, 1.21
1564060, 1.14
1564876, 1.07
1565684, 0.93
1566500, 0.79
1567316, 0.63
1568128, 0.43
1568936, 0.29
1569740, 0.22
1570556, 0.19
1571372, 0.19
1572184, 0.24
1572988, 0.30
1573796, 0.43
1574612, 0.57
1575420, 0.73
1576232, 0.93
1577044, 1.08
1577852, 1.17
1578668, 1.21
1579484, 1.21
1580300, 1.18
1581108, 1.11
1581920, 1.01
1582736, 0.86
1583548, 0.71
1584360, 0.52
1585176, 0.35
1585988, 0.24
1586804, 0.19
1587616, 0.19
1588428, 0.21
1589236, 0.27
1590052, 0.36
1590868, 0.50
1591676, 0.65
1592488, 0.83
1593300, 1.02
1594116, 1.13
1594932, 1.20
1595748, 1.21
1596564, 1.20
1597372, 1.14
1598192, 1.07
1599004, 0.92
1599816, 0.78
1600628, 0.62
1601436, 0.42
1602252, 0.29
1603060, 0.21
1603872, 0.19
1604676, 0.19
1605484, 0.24
1606300, 0.31
1607112, 0.43
1607920, 0.58
1608728, 0.73
1609540, 0.93
1610356, 1.08
1611164, 1.17
1611980, 1.22
1612788, 1.21
1613608, 1.17
1614420, 1.10
1615236, 0.99
1616048, 0.85
1616852, 0.70
1617668, 0.51
1618484, 0.35
1619292, 0.24
1620104, 0.19
1620908, 0.19
1621724, 0.21
1622540, 0.27
1623352, 0.37
1624156, 0.51
1624964, 0.65
1625780, 0.83
1626588, 1.02
1627396, 1.13
1628208, 1.20
1629016, 1.22
1629832, 1.20
1630644, 1.15
1631460, 1.07
1632276, 0.92
1633084, 0.78
1633900, 0.62
1634712, 0.42
1635520, 0.29
1636332, 0.22
1637148, 0.19
1637964, 0.19
1638776, 0.24
1639584, 0.31
1640392, 0.44
1641204, 0.58
1642012, 0.74
1642820, 0.94
1643628, 1.08
1644436, 1.17
1645248, 1.21
1646060, 1.21
1646876, 1.17
1647684, 1.11
1648492, 1.00
1649308, 0.86
1650116, 0.70
1650924, 0.51
1651736, 0.35
1652548, 0.24
1653356, 0.19
1654168, 0.19
1654976, 0.21
1655788, 0.27
1656604, 0.37
1657416, 0.51
1658228, 0.65
1659036, 0.83
1659844, 1.01
1660656, 1.13
1661472, 1.20
1662284, 1.21
1663092, 1.20
1663900, 1.14
1664720, 1.07
1665528, 0.93
1666336, 0.78
1667140, 0.62
1667948, 0.42
1668764, 0.29
1669572, 0.21
1670384, 0.19
1671192, 0.19
1672004, 0.24
1672812, 0.31
1673620, 0.43
1674428, 0.58
1675236, 0.72
1676052, 0.93
1676868, 1.08
1677676, 1.17
1678484, 1.21
1679292, 1.21
1680108, 1.18
1680920, 1.11
1681732, 1.00
1682540, 0.86
1683348, 0.71
1684160, 0.52
1684972, 0.35
1685780, 0.24
1686588, 0.19
1687396, 0.19
1688212, 0.21
1689020, 0.27
1689832, 0.36
1690644, 0.50
1691452, 0.65
1692268, 0.82
1693076, 1.01
1693884, 1.13
1694692, 1.20
1695508, 1.21
1696324, 1.20
1697132, 1.15
1697940, 1.08
1698748, 0.93
1699564, 0.79
1700380, 0.63
1701188, 0.43
1701996, 0.29
1702804, 0.22
1703620, 0.18
1704432, 0.19
1705240, 0.23
1706052, 0.30
1706860, 0.43
1707676, 0.58
1708484, 0.73
1709296, 0.92
1710104, 1.07
1710912, 1.17
1711728, 1.21
1712540, 1.22
1713356, 1.18
1714164, 1.11
1714980, 1.00
1715796, 0.87
1716604, 0.71
1717416, 0.53
1718224, 0.36
1719044, 0.25
1719860, 0.20
1720672, 0.19
1721480, 0.21
1722292, 0.27
1723108, 0.36
1723924, 0.50
1724732, 0.65
1725540, 0.82
1726348, 1.01
1727164, 1.13
1727980, 1.19
1728796, 1.21
1729604, 1.21
1730412, 1.14
1731228, 1.08
1732036, 0.93
1732848, 0.79
1733656, 0.63
1734468, 0.43
1735284, 0.30
1736092, 0.21
1736904, 0.18
1737708, 0.19
1738524, 0.23
1739340, 0.30
1740152, 0.43
1740960, 0.57
1741768, 0.73
1742584, 0.93
1743396, 1.08
1744204, 1.17
1745012, 1.21
1745820, 1.21
1746636, 1.18
1747452, 1.11
1748268, 1.00
1749076, 0.86
1749884, 0.71
1750700, 0.53
1751512, 0.35
1752320, 0.25
1753132, 0.20
1753940, 0.19
1754756, 0.21
1755568, 0.27
1756376, 0.36
1757192, 0.50
1758004, 0.65
1758820, 0.83
1759628, 1.02
1760440, 1.13
1761248, 1.20
1762064, 1.21
1762880, 1.20
1763692, 1.14
1764500, 1.07
1765308, 0.93
1766124, 0.79
1766940, 0.62
1767748, 0.42
1768556, 0.29
1769364, 0.22
1770180, 0.19
1770992, 0.19
1771804, 0.24
1772612, 0.30
1773420, 0.43
1774236, 0.58
1775044, 0.73
1775856, 0.93
1776668, 1.08
1777476, 1.17
1778292, 1.21
1779108, 1.21
1779924, 1.17
1780732, 1.11
1781548, 1.00
1782364, 0.86
1783176, 0.71
1783988, 0.52
1784796, 0.35
1785612, 0.24
1786428, 0.19
1787240, 0.19
1788048, 0.21
1788860, 0.27
1789676, 0.36
1790492, 0.51
1791300, 0.65
1792112, 0.83
1792920, 1.02
1793736, 1.13
1794548, 1.20
1795356, 1.21
1796168, 1.20
1796976, 1.14
1797792, 1.07
1798600, 0.93
1799412, 0.78
1800220, 0.62
1801028, 0.42
1801844, 0.29
1802656, 0.21
1803464, 0.19
1804268, 0.19
1805084, 0.24
1805900, 0.31
1806708, 0.44
1807520, 0.58
1808324, 0.73
1809140, 0.93
1809956, 1.08
1810764, 1.17
1811572, 1.21
1812380, 1.21
1813196, 1.17
1814012, 1.11
1814828, 1.00
1815636, 0.86
1816444, 0.71
1817260, 0.51
1818068, 0.35
1818880, 0.24
1819684, 0.19
1820492, 0.19
1821308, 0.21
1822120, 0.27
1822928, 0.36
1823740, 0.50
1824556, 0.65
1825372, 0.83
1826180, 1.02
1826988, 1.13
1827800, 1.20
1828616, 1.21
1829432, 1.20
1830244, 1.14
1831060, 1.07
1831868, 0.93
1832684, 0.79
1833500, 0.62
1834312, 0.42
1835116, 0.29
1835924, 0.22
1836740, 0.18
1837552, 0.19
1838364, 0.24
1839172, 0.30
1839980, 0.44
1840796, 0.58
1841604, 0.73
1842416, 0.93
1843228, 1.09
1844028, 1.17
1844840, 1.21
1845652, 1.21
1846468, 1.17
1847276, 1.11
1848092, 1.00
1848900, 0.86
1849708, 0.71
1850516, 0.52
1851328, 0.34
1852140, 0.24
1852956, 0.19
1853768, 0.19
1854572, 0.21
1855380, 0.27
1856196, 0.36
1857004, 0.51
1857812, 0.65
1858620, 0.82
1859428, 1.02
1860240, 1.13
1861052, 1.20
1861868, 1.21
1862680, 1.20
1863488, 1.15
1864304, 1.07
1865116, 0.93
1865928, 0.79
1866732, 0.63
1867548, 0.43
1868364, 0.29
1869176, 0.22
1869984, 0.19
1870796, 0.19
1871612, 0.24
1872428, 0.30
1873240, 0.43
1874048, 0.58
1874860, 0.73
1875676, 0.93
1876492, 1.08
1877300, 1.17
1878108, 1.21
1878920, 1.21
1879736, 1.17
1880548, 1.11
1881364, 1.00
1882176, 0.86
1882984, 0.71
1883804, 0.52
1884612, 0.35
1885424, 0.24
1886236, 0.19
1887044, 0.18
1887860, 0.21
1888672, 0.27
1889480, 0.36
1890292, 0.50
1891108, 0.65
1891924, 0.83
1892732, 1.02
1893544, 1.13
1894356, 1.20
1895172, 1.21
1895988, 1.20
1896804, 1.14
1897612, 1.07
1898420, 0.92
1899236, 0.78
1900052, 0.62
1900864, 0.42
1901668, 0.29
1902476, 0.22
1903292, 0.19
1904104, 0.19
1904916, 0.24
1905724, 0.30
1906532, 0.44
1907348, 0.59
1908156, 0.74
1908968, 0.94
1909784, 1.09
1910588, 1.17
1911404, 1.21
1912220, 1.21
1913036, 1.17
1913844, 1.11
1914664, 0.99
1915476, 0.85
1916288, 0.70
1917096, 0.51
1917908, 0.34
1918724, 0.24
1919540, 0.19
1920352, 0.19
1921164, 0.22
1921972, 0.27
1922788, 0.37
1923604, 0.51
1924412, 0.66
1925220, 0.84
1926028, 1.03
1926844, 1.14
1927652, 1.20
1928460, 1.22
1929272, 1.20
1930080, 1.14
1930896, 1.07
1931704, 0.92
1932516, 0.78
1933328, 0.61
1934140, 0.41
1934956, 0.29
1935768, 0.21
1936580, 0.19
1937388, 0.20
1938204, 0.24
1939020, 0.31
1939832, 0.44
1940640, 0.59
1941452, 0.74
1942268, 0.94
1943084, 1.09
1943892, 1.17
1944708, 1.21
1945516, 1.21
1946336, 1.17
1947152, 1.10
1947964, 0.99
1948772, 0.85
1949580, 0.69
1950396, 0.50
1951208, 0.34
1952020, 0.24
1952828, 0.19
1953636, 0.19
1954452, 0.22
1955264, 0.28
1956076, 0.37
1956888, 0.52
1957700, 0.66
1958516, 0.85
1959324, 1.03
1960136, 1.14
1960944, 1.20
1961760, 1.22
1962576, 1.20
1963388, 1.14
1964204, 1.06
1965012, 0.91
1965828, 0.77
1966644, 0.60
1967452, 0.40
1968264, 0.28
1969068, 0.21
1969884, 0.18
1970700, 0.19
1971512, 0.24
1972316, 0.31
1973124, 0.45
1973940, 0.60
1974748, 0.75
1975560, 0.95
1976364, 1.09
1977172, 1.18
1977988, 1.21
1978804, 1.21
1979620, 1.17
1980436, 1.10
1981244, 0.99
1982060, 0.84
1982872, 0.69
1983680, 0.50
1984492, 0.34
1985308, 0.23
1986124, 0.19
1986936, 0.19
1987748, 0.22
1988556, 0.28
1989372, 0.38
1990188, 0.52
1990996, 0.67
1991808, 0.86
1992620, 1.04
1993436, 1.14
1994252, 1.20
1995060, 1.21
1995872, 1.20
1996680, 1.13
1997500, 1.06
1998308, 0.91
1999120, 0.76
1999928, 0.60
2000740, 0.40
2001556, 0.28
2002368, 0.21
2003176, 0.19
2003992, 0.19
2004804, 0.25
2005620, 0.32
2006428, 0.46
2007240, 0.60
2008044, 0.75
2008860, 0.95
2009672, 1.09
2010484, 1.18
2011292, 1.22
2012100, 1.21
2012916, 1.17
2013732, 1.10
2014548, 0.98
2015356, 0.84
2016164, 0.69
2016980, 0.49
2017792, 0.33
2018600, 0.23
2019412, 0.19
2020220, 0.19
2021036, 0.22
2021848, 0.28
2022660, 0.38
2023468, 0.53
2024276, 0.67
2025092, 0.86
2025900, 1.04
2026712, 1.14
2027528, 1.21
2028336, 1.21
2029152, 1.20
2029964, 1.13
2030780, 1.05
2031588, 0.91
2032404, 0.76
2033220, 0.59
2034032, 0.40
2034840, 0.28
2035652, 0.21
2036468, 0.19
2037284, 0.20
2038096, 0.25
2038900, 0.32
2039708, 0.46
2040524, 0.60
2041332, 0.76
2042144, 0.97
2042956, 1.10
2043764, 1.18
2044580, 1.21
2045396, 1.21
2046212, 1.16
2047024, 1.10
2047836, 0.98
2048652, 0.83
2049460, 0.68
2050268, 0.48
2051084, 0.33
2051892, 0.23
2052708, 0.19
2053516, 0.19
2054328, 0.22
2055132, 0.28
2055948, 0.39
2056764, 0.53
2057572, 0.67
2058384, 0.87
2059188, 1.04
2060000, 1.15
2060816, 1.20
2061628, 1.21
2062436, 1.20
2063244, 1.13
2064060, 1.05
2064868, 0.90
2065676, 0.76
2066484, 0.59
2067292, 0.40
2068108, 0.28
2068916, 0.21
2069728, 0.19
2070540, 0.20
2071348, 0.25
2072164, 0.33
2072972, 0.46
2073784, 0.60
2074588, 0.75
2075404, 0.96
2076220, 1.10
2077028, 1.18
2077836, 1.21
2078648, 1.21
2079460, 1.17
2080276, 1.10
2081084, 0.98
2081892, 0.84
2082700, 0.69
2083516, 0.49
2084328, 0.33
2085136, 0.23
2085940, 0.19
2086748, 0.19
2087564, 0.22
2088376, 0.28
2089184, 0.38
2089992, 0.52
2090804, 0.67
2091616, 0.85
2092428, 1.03
2093236, 1.14
2094044, 1.20
2094860, 1.21
2095676, 1.19
2096492, 1.13
2097308, 1.06
2098116, 0.91
2098932, 0.77
2099748, 0.60
2100556, 0.40
2101364, 0.28
2102172, 0.21
2102988, 0.19
2103800, 0.19
2104612, 0.25
2105420, 0.32
2106228, 0.45
2107044, 0.60
2107852, 0.75
2108664, 0.96
2109468, 1.09
2110276, 1.18
2111092, 1.21
2111908, 1.21
2112724, 1.16
2113532, 1.10
2114348, 0.98
2115164, 0.84
2115972, 0.69
2116784, 0.49
2117596, 0.33
2118412, 0.23
2119228, 0.19
2120040, 0.18
2120848, 0.22
2121656, 0.28
2122468, 0.38
2123284, 0.53
2124092, 0.67
2124900, 0.86
2125708, 1.04
2126524, 1.14
2127332, 1.20
2128148, 1.21
2128956, 1.19
2129768, 1.13
2130580, 1.05
2131392, 0.90
2132200, 0.77
2133016, 0.60
2133824, 0.40
2134636, 0.28
2135448, 0.21
2136256, 0.19
2137068, 0.19
2137884, 0.25
2138700, 0.32
2139508, 0.46
2140320, 0.60
2141132, 0.76
2141948, 0.96
2142764, 1.10
2143572, 1.18
2144388, 1.21
2145196, 1.21
2146012, 1.17
2146828, 1.09
2147636, 0.98
2148444, 0.84
2149252, 0.68
2150068, 0.49
2150880, 0.33
2151688, 0.23
2152500, 0.19
2153308, 0.19
2154124, 0.22
2154936, 0.28
2155744, 0.39
2156560, 0.53
2157372, 0.67
2158188, 0.86
2158996, 1.04
2159804, 1.15
2160616, 1.20
2161432, 1.21
2162248, 1.19
2163060, 1.13
2163876, 1.05
2164684, 0.90
2165500, 0.76
2166316, 0.59
2167128, 0.39
2167932, 0.27
2168740, 0.21
2169556, 0.19
2170368, 0.20
2171180, 0.25
2171988, 0.32
2172796, 0.46
2173612, 0.60
2174420, 0.76
2175232, 0.96
2176040, 1.09
2176844, 1.18
2177656, 1.21
2178468, 1.21
2179284, 1.16
2180092, 1.10
2180908, 0.98
2181724, 0.83
2182532, 0.68
2183344, 0.48
2184148, 0.33
2184964, 0.23
2185780, 0.19
2186592, 0.19
2187400, 0.22
2188212, 0.28
2189028, 0.39
2189844, 0.53
2190652, 0.67
2191460, 0.86
2192268, 1.04
2193080, 1.15
2193892, 1.20
2194700, 1.22
2195512, 1.20
2196320, 1.13
2197140, 1.05
2197948, 0.90
2198760, 0.76
2199576, 0.59
2200388, 0.40
2201204, 0.27
2202016, 0.21
2202824, 0.19
2203636, 0.20
2204452, 0.25
2205268, 0.32
2206080, 0.46
2206888, 0.61
2207700, 0.76
2208516, 0.97
2209332, 1.10
2210140, 1.18
2210956, 1.21
2211764, 1.21
2212584, 1.16
2213400, 1.09
2214208, 0.97
2215020, 0.83
2215828, 0.68
2216644, 0.48
2217452, 0.33
2218264, 0.23
2219076, 0.19
2219884, 0.19
2220700, 0.22
2221512, 0.29
2222324, 0.39
2223132, 0.54
2223940, 0.68
2224756, 0.87
2225564, 1.05
2226376, 1.15
2227188, 1.21
2228004, 1.22
2228820, 1.19
2229628, 1.13
2230444, 1.05
2231252, 0.90
2232068, 0.75
2232884, 0.58
2233692, 0.39
2234504, 0.27
2235316, 0.20
2236132, 0.19
2236948, 0.20
2237760, 0.25
2238572, 0.33
2239380, 0.47
2240196, 0.61
2241004, 0.78
2241816, 0.98
2242620, 1.10
2243428, 1.18
2244244, 1.22
2245052, 1.21
2245868, 1.16
2246680, 1.09
2247484, 0.97
2248300, 0.83
2249112, 0.68
2249920, 0.47
2250732, 0.33
2251548, 0.23
2252364, 0.19
2253176, 0.19
2253988, 0.22
2254796, 0.28
2255612, 0.39
2256428, 0.54
2257236, 0.68
2258044, 0.87
2258852, 1.05
2259668, 1.15
2260476, 1.21
2261292, 1.21
2262100, 1.19
2262908, 1.13
2263724, 1.04
2264536, 0.90
2265344, 0.75
2266156, 0.58
2266964, 0.39
2267780, 0.27
2268592, 0.21
2269404, 0.19
2270220, 0.20
2271028, 0.25
2271844, 0.33
2272656, 0.46
2273464, 0.61
2274276, 0.77
2275092, 0.98
2275908, 1.10
2276716, 1.19
2277532, 1.21
2278340, 1.21
2279160, 1.16
2279976, 1.09
2280784, 0.96
2281596, 0.82
2282404, 0.67
2283220, 0.47
2284032, 0.32
2284840, 0.23
2285652, 0.19
2286460, 0.19
2287276, 0.22
2288088, 0.29
2288896, 0.40
2289708, 0.54
2290516, 0.69
2291332, 0.87
2292144, 1.05
2292952, 1.15
2293768, 1.21
2294580, 1.21
2295396, 1.19
2296212, 1.13
2297028, 1.04
2297836, 0.89
2298652, 0.75
2299468, 0.57
2300276, 0.38
2301088, 0.26
2301900, 0.20
2302716, 0.19
2303532, 0.20
2304344, 0.26
2305152, 0.33
2305964, 0.47
2306780, 0.62
2307596, 0.78
2308404, 0.98
2309212, 1.11
2310020, 1.19
2310836, 1.22
2311652, 1.21
2312468, 1.16
2313276, 1.09
2314084, 0.96
2314900, 0.82
2315708, 0.66
2316520, 0.46
2317336, 0.32
2318148, 0.22
2318964, 0.19
2319776, 0.19
2320588, 0.22
2321396, 0.29
2322212, 0.41
2323028, 0.55
2323840, 0.70
2324648, 0.89
2325452, 1.06
2326264, 1.16
2327080, 1.21
2327900, 1.22
2328716, 1.18
2329524, 1.12
2330340, 1.03
2331156, 0.88
2331968, 0.74
2332776, 0.56
2333588, 0.38
2334404, 0.26
2335216, 0.20
2336024, 0.19
2336836, 0.20
2337644, 0.26
2338460, 0.34
2339272, 0.48
2340080, 0.62
2340892, 0.79
2341700, 0.99
2342516, 1.11
2343332, 1.19
2344148, 1.22
2344956, 1.20
2345776, 1.15
2346592, 1.09
2347400, 0.95
2348212, 0.81
2349020, 0.65
2349836, 0.45
2350652, 0.31
2351464, 0.22
2352276, 0.19
2353084, 0.19
2353900, 0.23
2354716, 0.29
2355528, 0.42
2356336, 0.56
2357148, 0.70
2357964, 0.90
2358772, 1.06
2359584, 1.16
2360396, 1.21
2361204, 1.22
2362020, 1.18
2362836, 1.12
2363652, 1.02
2364460, 0.87
2365268, 0.73
2366084, 0.55
2366892, 0.37
2367704, 0.25
2368524, 0.20
2369332, 0.19
2370148, 0.20
2370960, 0.26
2371768, 0.35
2372580, 0.49
2373396, 0.63
2374212, 0.80
2375024, 1.00
2375836, 1.12
2376644, 1.19
2377460, 1.21
2378276, 1.21
2379092, 1.15
2379908, 1.08
2380716, 0.94
2381532, 0.80
2382348, 0.64
2383160, 0.43
2383972, 0.30
2384780, 0.22
2385596, 0.19
2386408, 0.19
2387220, 0.23
2388028, 0.30
2388836, 0.42
2389652, 0.56
2390464, 0.72
2391272, 0.91
2392088, 1.07
2392900, 1.17
2393716, 1.21
2394532, 1.21
2395348, 1.18
2396160, 1.11
2396972, 1.01
2397788, 0.87
2398600, 0.72
2399412, 0.53
2400220, 0.36
2401036, 0.25
2401852, 0.20
2402664, 0.19
2403476, 0.21
2404284, 0.27
2405100, 0.36
2405916, 0.50
2406728, 0.65
2407532, 0.82
2408340, 1.01
2409152, 1.13
2409972, 1.20
2410788, 1.21
2411596, 1.21
2412408, 1.14
2413224, 1.08
2414036, 0.93
2414848, 0.79
2415652, 0.63
2416460, 0.43
2417276, 0.30
2418088, 0.22
2418900, 0.18
2419708, 0.19
2420524, 0.23
2421340, 0.30
2422152, 0.43
2422960, 0.57
2423772, 0.73
2424588, 0.92
2425404, 1.08
2426212, 1.17
2427028, 1.22
2427840, 1.22
2428652, 1.18
2429472, 1.11
2430284, 1.00
2431092, 0.86
2431900, 0.71
2432716, 0.52
2433524, 0.35
2434336, 0.24
2435148, 0.19
2435956, 0.18
2436772, 0.21
2437584, 0.27
2438396, 0.36
2439204, 0.50
2440012, 0.65
2440828, 0.82
2441636, 1.02
2442444, 1.13
2443256, 1.20
2444072, 1.21
2444888, 1.20
2445700, 1.14
2446516, 1.07
2447324, 0.93
2448140, 0.79
2448956, 0.62
2449768, 0.42
2450576, 0.29
2451388, 0.22
2452204, 0.19
2453020, 0.19
2453832, 0.24
2454644, 0.31
2455452, 0.43
2456268, 0.58
2457080, 0.73
2457892, 0.93
2458700, 1.08
2459508, 1.17
2460324, 1.22
2461132, 1.21
2461948, 1.17
2462756, 1.11
2463564, 1.00
2464380, 0.86
2465188, 0.71
2466000, 0.52
2466808, 0.35
2467620, 0.24
2468436, 0.19
2469248, 0.19
2470056, 0.21
2470868, 0.27
2471684, 0.36
2472500, 0.51
2473308, 0.65
2474120, 0.83
2474928, 1.02
2475740, 1.13
2476556, 1.20
2477372, 1.21
2478180, 1.20
2478992, 1.14
2479808, 1.07
2480620, 0.93
2481428, 0.78
2482236, 0.62
2483044, 0.42
2483860, 0.29
2484672, 0.22
2485480, 0.19
2486296, 0.20
2487108, 0.24
2487924, 0.31
2488736, 0.44
2489544, 0.58
2490356, 0.74
2491172, 0.93
2491988, 1.09
2492796, 1.17
2493612, 1.21
2494420, 1.22
2495236, 1.17
2496056, 1.11
2496868, 0.99
2497680, 0.86
2498484, 0.70
2499300, 0.51
2500116, 0.34
2500924, 0.24
2501732, 0.19
2502540, 0.19
2503356, 0.21
2504168, 0.27
2504980, 0.37
2505788, 0.51
2506596, 0.65
2507412, 0.83
2508220, 1.02
2509032, 1.13
2509848, 1.20
2510656, 1.22
2511476, 1.20
2512284, 1.14
2513100, 1.06
2513908, 0.92
2514724, 0.78
2515540, 0.62
2516352, 0.41
2517160, 0.29
2517972, 0.22
2518788, 0.18
2519604, 0.19
2520416, 0.24
2521228, 0.31
2522036, 0.44
2522852, 0.59
2523668, 0.74
2524480, 0.94
2525284, 1.09
2526092, 1.17
2526908, 1.22
2527724, 1.21
2528540, 1.17
2529348, 1.10
2530160, 0.99
2530972, 0.85
2531784, 0.70
2532592, 0.51
2533404, 0.34
2534212, 0.24
2535028, 0.19
2535840, 0.19
2536652, 0.22
2537460, 0.27
2538276, 0.37
2539092, 0.51
2539904, 0.66
2540716, 0.84
2541524, 1.03
2542340, 1.15
2543156, 1.20
2543972, 1.21
2544788, 1.20
2545596, 1.14
2546416, 1.06
2547228, 0.91
2548040, 0.77
2548848, 0.60
2549660, 0.41
2550476, 0.28
2551288, 0.21
2552100, 0.19
2552908, 0.20
2553716, 0.24
2554532, 0.31
2555344, 0.45
2556156, 0.59
2556964, 0.75
2557772, 0.95
2558588, 1.09
2559400, 1.18
2560212, 1.22
2561020, 1.21
